country,continent,year,le_gdp
Poland,Europe,1997,72.75::10159.58368
Poland,Europe,2002,74.67::12002.23908
Poland,Europe,2007,75.563::15389.92468
Portugal,Europe,1952,59.82::3068.319867
Portugal,Europe,1957,61.51::3774.571743
Portugal,Europe,1962,64.39::4727.954889
Portugal,Europe,1967,66.6::6361.517993
Portugal,Europe,1972,69.26::9022.247417
Portugal,Europe,1977,70.41::10172.48572
Portugal,Europe,1982,72.77::11753.84291
Portugal,Europe,1987,74.06::13039.30876
Portugal,Europe,1992,74.86::16207.26663
Portugal,Europe,1997,75.97::17641.03156
Portugal,Europe,2002,77.29::19970.90787
Portugal,Europe,2007,78.098::20509.64777
Puerto Rico,Americas,1952,64.28::3081.959785
Puerto Rico,Americas,1957,68.54::3907.156189
Puerto Rico,Americas,1962,69.62::5108.34463
Puerto Rico,Americas,1967,71.1::6929.277714
Puerto Rico,Americas,1972,72.16::9123.041742
Puerto Rico,Americas,1977,73.44::9770.524921
Puerto Rico,Americas,1982,73.75::10330.98915
Puerto Rico,Americas,1987,74.63::12281.34191
Puerto Rico,Americas,1992,73.911::14641.58711
Puerto Rico,Americas,1997,74.917::16999.4333
Puerto Rico,Americas,2002,77.778::18855.60618
Puerto Rico,Americas,2007,78.746::19328.70901
Reunion,Africa,1952,52.724::2718.885295
Reunion,Africa,1957,55.09::2769.451844
Reunion,Africa,1962,57.666::3173.72334
Reunion,Africa,1967,60.542::4021.175739
Reunion,Africa,1972,64.274::5047.658563
Reunion,Africa,1977,67.064::4319.804067
Reunion,Africa,1982,69.885::5267.219353
Reunion,Africa,1987,71.913::5303.377488
Reunion,Africa,1992,73.615::6101.255823
Reunion,Africa,1997,74.772::6071.941411
Reunion,Africa,2002,75.744::6316.1652
Reunion,Africa,2007,76.442::7670.122558
Romania,Europe,1952,61.05::3144.613186
Romania,Europe,1957,64.1::3943.370225
Romania,Europe,1962,66.8::4734.997586
Romania,Europe,1967,66.8::6470.866545
Romania,Europe,1972,69.21::8011.414402
Romania,Europe,1977,69.46::9356.39724
Romania,Europe,1982,69.66::9605.314053
Romania,Europe,1987,69.53::9696.273295
Romania,Europe,1992,69.36::6598.409903
Romania,Europe,1997,69.72::7346.547557
Romania,Europe,2002,71.322::7885.360081
Romania,Europe,2007,72.476::10808.47561
Rwanda,Africa,1952,40::493.3238752
Rwanda,Africa,1957,41.5::540.2893983
Rwanda,Africa,1962,43::597.4730727
Rwanda,Africa,1967,44.1::510.9637142
Rwanda,Africa,1972,44.6::590.5806638
Rwanda,Africa,1977,45::670.0806011
Rwanda,Africa,1982,46.218::881.5706467
Rwanda,Africa,1987,44.02::847.991217
Rwanda,Africa,1992,23.599::737.0685949
Rwanda,Africa,1997,36.087::589.9445051
Rwanda,Africa,2002,43.413::785.6537648
Rwanda,Africa,2007,46.242::863.0884639
Sao Tome and Principe,Africa,1952,46.471::879.5835855
Sao Tome and Principe,Africa,1957,48.945::860.7369026
Sao Tome and Principe,Africa,1962,51.893::1071.551119
Sao Tome and Principe,Africa,1967,54.425::1384.840593
Sao Tome and Principe,Africa,1972,56.48::1532.985254
Sao Tome and Principe,Africa,1977,58.55::1737.561657
Sao Tome and Principe,Africa,1982,60.351::1890.218117
Sao Tome and Principe,Africa,1987,61.728::1516.525457
Sao Tome and Principe,Africa,1992,62.742::1428.777814
Sao Tome and Principe,Africa,1997,63.306::1339.076036
Sao Tome and Principe,Africa,2002,64.337::1353.09239
Sao Tome and Principe,Africa,2007,65.528::1598.435089
Saudi Arabia,Asia,1952,39.875::6459.554823
Saudi Arabia,Asia,1957,42.868::8157.591248
Saudi Arabia,Asia,1962,45.914::11626.41975
Saudi Arabia,Asia,1967,49.901::16903.04886
Saudi Arabia,Asia,1972,53.886::24837.42865
Saudi Arabia,Asia,1977,58.69::34167.7626
Saudi Arabia,Asia,1982,63.012::33693.17525
Saudi Arabia,Asia,1987,66.295::21198.26136
Saudi Arabia,Asia,1992,68.768::24841.61777
Saudi Arabia,Asia,1997,70.533::20586.69019
Saudi Arabia,Asia,2002,71.626::19014.54118
Saudi Arabia,Asia,2007,72.777::21654.83194
Senegal,Africa,1952,37.278::1450.356983
Senegal,Africa,1957,39.329::1567.653006
Senegal,Africa,1962,41.454::1654.988723
Senegal,Africa,1967,43.563::1612.404632
Senegal,Africa,1972,45.815::1597.712056
Senegal,Africa,1977,48.879::1561.769116
Senegal,Africa,1982,52.379::1518.479984
Senegal,Africa,1987,55.769::1441.72072
Senegal,Africa,1992,58.196::1367.899369
Senegal,Africa,1997,60.187::1392.368347
Senegal,Africa,2002,61.6::1519.635262
Senegal,Africa,2007,63.062::1712.472136
Serbia,Europe,1952,57.996::3581.459448
Serbia,Europe,1957,61.685::4981.090891
Serbia,Europe,1962,64.531::6289.629157
Serbia,Europe,1967,66.914::7991.707066
Serbia,Europe,1972,68.7::10522.06749
Serbia,Europe,1977,70.3::12980.66956
Serbia,Europe,1982,70.162::15181.0927
Serbia,Europe,1987,71.218::15870.87851
Serbia,Europe,1992,71.659::9325.068238
Serbia,Europe,1997,72.232::7914.320304
Serbia,Europe,2002,73.213::7236.075251
Serbia,Europe,2007,74.002::9786.534714
Sierra Leone,Africa,1952,30.331::879.7877358
Sierra Leone,Africa,1957,31.57::1004.484437
Sierra Leone,Africa,1962,32.767::1116.639877
Sierra Leone,Africa,1967,34.113::1206.043465
Sierra Leone,Africa,1972,35.4::1353.759762
Sierra Leone,Africa,1977,36.788::1348.285159
Sierra Leone,Africa,1982,38.445::1465.010784
Sierra Leone,Africa,1987,40.006::1294.447788
Sierra Leone,Africa,1992,38.333::1068.696278
Sierra Leone,Africa,1997,39.897::574.6481576
Sierra Leone,Africa,2002,41.012::699.489713
Sierra Leone,Africa,2007,42.568::862.5407561
Singapore,Asia,1952,60.396::2315.138227
Singapore,Asia,1957,63.179::2843.104409
Singapore,Asia,1962,65.798::3674.735572
Singapore,Asia,1967,67.946::4977.41854
Singapore,Asia,1972,69.521::8597.756202
Singapore,Asia,1977,70.795::11210.08948
Singapore,Asia,1982,71.76::15169.16112
Singapore,Asia,1987,73.56::18861.53081
Singapore,Asia,1992,75.788::24769.8912
Singapore,Asia,1997,77.158::33519.4766
Singapore,Asia,2002,78.77::36023.1054
Singapore,Asia,2007,79.972::47143.17964
Slovak Republic,Europe,1952,64.36::5074.659104
Slovak Republic,Europe,1957,67.45::6093.26298
Slovak Republic,Europe,1962,70.33::7481.107598
Slovak Republic,Europe,1967,70.98::8412.902397
Slovak Republic,Europe,1972,70.35::9674.167626
Slovak Republic,Europe,1977,70.45::10922.66404
Slovak Republic,Europe,1982,70.8::11348.54585
Slovak Republic,Europe,1987,71.08::12037.26758
Slovak Republic,Europe,1992,71.38::9498.467723
Slovak Republic,Europe,1997,72.71::12126.23065
Slovak Republic,Europe,2002,73.8::13638.77837
Slovak Republic,Europe,2007,74.663::18678.31435
Slovenia,Europe,1952,65.57::4215.041741
Slovenia,Europe,1957,67.85::5862.276629
Slovenia,Europe,1962,69.15::7402.303395
Slovenia,Europe,1967,69.18::9405.489397
Slovenia,Europe,1972,69.82::12383.4862
Slovenia,Europe,1977,70.97::15277.03017
Slovenia,Europe,1982,71.063::17866.72175
Slovenia,Europe,1987,72.25::18678.53492
Slovenia,Europe,1992,73.64::14214.71681
Slovenia,Europe,1997,75.13::17161.10735
Slovenia,Europe,2002,76.66::20660.01936
Slovenia,Europe,2007,77.926::25768.25759
Somalia,Africa,1952,32.978::1135.749842
Somalia,Africa,1957,34.977::1258.147413
Somalia,Africa,1962,36.981::1369.488336
Somalia,Africa,1967,38.977::1284.73318
Somalia,Africa,1972,40.973::1254.576127
Somalia,Africa,1977,41.974::1450.992513
Somalia,Africa,1982,42.955::1176.807031
Somalia,Africa,1987,44.501::1093.244963
Somalia,Africa,1992,39.658::926.9602964
Somalia,Africa,1997,43.795::930.5964284
Somalia,Africa,2002,45.936::882.0818218
Somalia,Africa,2007,48.159::926.1410683
South Africa,Africa,1952,45.009::4725.295531
South Africa,Africa,1957,47.985::5487.104219
South Africa,Africa,1962,49.951::5768.729717
South Africa,Africa,1967,51.927::7114.477971
South Africa,Africa,1972,53.696::7765.962636
South Africa,Africa,1977,55.527::8028.651439
South Africa,Africa,1982,58.161::8568.266228
South Africa,Africa,1987,60.834::7825.823398
South Africa,Africa,1992,61.888::7225.069258
South Africa,Africa,1997,60.236::7479.188244
South Africa,Africa,2002,53.365::7710.946444
South Africa,Africa,2007,49.339::9269.657808
Spain,Europe,1952,64.94::3834.034742
Spain,Europe,1957,66.66::4564.80241
Spain,Europe,1962,69.69::5693.843879
Spain,Europe,1967,71.44::7993.512294
Spain,Europe,1972,73.06::10638.75131
Spain,Europe,1977,74.39::13236.92117
Spain,Europe,1982,76.3::13926.16997
Spain,Europe,1987,76.9::15764.98313
Spain,Europe,1992,77.57::18603.06452
Spain,Europe,1997,78.77::20445.29896
Spain,Europe,2002,79.78::24835.47166
Spain,Europe,2007,80.941::28821.0637
Sri Lanka,Asia,1952,57.593::1083.53203
Sri Lanka,Asia,1957,61.456::1072.546602
Sri Lanka,Asia,1962,62.192::1074.47196
Sri Lanka,Asia,1967,64.266::1135.514326
Sri Lanka,Asia,1972,65.042::1213.39553
Sri Lanka,Asia,1977,65.949::1348.775651
Sri Lanka,Asia,1982,68.757::1648.079789
Sri Lanka,Asia,1987,69.011::1876.766827
Sri Lanka,Asia,1992,70.379::2153.739222
Sri Lanka,Asia,1997,70.457::2664.477257
Sri Lanka,Asia,2002,70.815::3015.378833
Sri Lanka,Asia,2007,72.396::3970.095407
Sudan,Africa,1952,38.635::1615.991129
Sudan,Africa,1957,39.624::1770.337074
Sudan,Africa,1962,40.87::1959.593767
Sudan,Africa,1967,42.858::1687.997641
Sudan,Africa,1972,45.083::1659.652775
Sudan,Africa,1977,47.8::2202.988423
Sudan,Africa,1982,50.338::1895.544073
Sudan,Africa,1987,51.744::1507.819159
Sudan,Africa,1992,53.556::1492.197043
Sudan,Africa,1997,55.373::1632.210764
Sudan,Africa,2002,56.369::1993.398314
Sudan,Africa,2007,58.556::2602.394995
Swaziland,Africa,1952,41.407::1148.376626
Swaziland,Africa,1957,43.424::1244.708364
Swaziland,Africa,1962,44.992::1856.182125
Swaziland,Africa,1967,46.633::2613.101665
Swaziland,Africa,1972,49.552::3364.836625
Swaziland,Africa,1977,52.537::3781.410618
Swaziland,Africa,1982,55.561::3895.384018
Swaziland,Africa,1987,57.678::3984.839812
Swaziland,Africa,1992,58.474::3553.0224
Swaziland,Africa,1997,54.289::3876.76846
Swaziland,Africa,2002,43.869::4128.116943
Swaziland,Africa,2007,39.613::4513.480643
Sweden,Europe,1952,71.86::8527.844662
Sweden,Europe,1957,72.49::9911.878226
Sweden,Europe,1962,73.37::12329.44192
Sweden,Europe,1967,74.16::15258.29697
Sweden,Europe,1972,74.72::17832.02464
Sweden,Europe,1977,75.44::18855.72521
Sweden,Europe,1982,76.42::20667.38125
Sweden,Europe,1987,77.19::23586.92927
Sweden,Europe,1992,78.16::23880.01683
Sweden,Europe,1997,79.39::25266.59499
Sweden,Europe,2002,80.04::29341.63093
Sweden,Europe,2007,80.884::33859.74835
Switzerland,Europe,1952,69.62::14734.23275
Switzerland,Europe,1957,70.56::17909.48973
Switzerland,Europe,1962,71.32::20431.0927
Switzerland,Europe,1967,72.77::22966.14432
Switzerland,Europe,1972,73.78::27195.11304
Switzerland,Europe,1977,75.39::26982.29052
Switzerland,Europe,1982,76.21::28397.71512
Switzerland,Europe,1987,77.41::30281.70459
Switzerland,Europe,1992,78.03::31871.5303
Switzerland,Europe,1997,79.37::32135.32301
Switzerland,Europe,2002,80.62::34480.95771
Switzerland,Europe,2007,81.701::37506.41907
Syria,Asia,1952,45.883::1643.485354
Syria,Asia,1957,48.284::2117.234893
Syria,Asia,1962,50.305::2193.037133
Syria,Asia,1967,53.655::1881.923632
Syria,Asia,1972,57.296::2571.423014
Syria,Asia,1977,61.195::3195.484582
Syria,Asia,1982,64.59::3761.837715
Syria,Asia,1987,66.974::3116.774285
Syria,Asia,1992,69.249::3340.542768
Syria,Asia,1997,71.527::4014.238972
Syria,Asia,2002,73.053::4090.925331
Syria,Asia,2007,74.143::4184.548089
Taiwan,Asia,1952,58.5::1206.947913
Taiwan,Asia,1957,62.4::1507.86129
Taiwan,Asia,1962,65.2::1822.879028
Taiwan,Asia,1967,67.5::2643.858681
Taiwan,Asia,1972,69.39::4062.523897
Taiwan,Asia,1977,70.59::5596.519826
Taiwan,Asia,1982,72.16::7426.354774
Taiwan,Asia,1987,73.4::11054.56175
Taiwan,Asia,1992,74.26::15215.6579
Taiwan,Asia,1997,75.25::20206.82098
Taiwan,Asia,2002,76.99::23235.42329
Taiwan,Asia,2007,78.4::28718.27684
Tanzania,Africa,1952,41.215::716.6500721
Tanzania,Africa,1957,42.974::698.5356073
Tanzania,Africa,1962,44.246::722.0038073
Tanzania,Africa,1967,45.757::848.2186575
Tanzania,Africa,1972,47.62::915.9850592
Tanzania,Africa,1977,49.919::962.4922932
Tanzania,Africa,1982,50.608::874.2426069
Tanzania,Africa,1987,51.535::831.8220794
Tanzania,Africa,1992,50.44::825.682454
Tanzania,Africa,1997,48.466::789.1862231
Tanzania,Africa,2002,49.651::899.0742111
Tanzania,Africa,2007,52.517::1107.482182
Thailand,Asia,1952,50.848::757.7974177
Thailand,Asia,1957,53.63::793.5774148
Thailand,Asia,1962,56.061::1002.199172
Thailand,Asia,1967,58.285::1295.46066
Thailand,Asia,1972,60.405::1524.358936
Thailand,Asia,1977,62.494::1961.224635
Thailand,Asia,1982,64.597::2393.219781
Thailand,Asia,1987,66.084::2982.653773
Thailand,Asia,1992,67.298::4616.896545
Thailand,Asia,1997,67.521::5852.625497
Thailand,Asia,2002,68.564::5913.187529
Thailand,Asia,2007,70.616::7458.396327
Togo,Africa,1952,38.596::859.8086567
Togo,Africa,1957,41.208::925.9083202
Togo,Africa,1962,43.922::1067.53481
Togo,Africa,1967,46.769::1477.59676
Togo,Africa,1972,49.759::1649.660188
Togo,Africa,1977,52.887::1532.776998
Togo,Africa,1982,55.471::1344.577953
Togo,Africa,1987,56.941::1202.201361
Togo,Africa,1992,58.061::1034.298904
Togo,Africa,1997,58.39::982.2869243
Togo,Africa,2002,57.561::886.2205765
Togo,Africa,2007,58.42::882.9699438
Trinidad and Tobago,Americas,1952,59.1::3023.271928
Trinidad and Tobago,Americas,1957,61.8::4100.3934
Trinidad and Tobago,Americas,1962,64.9::4997.523971
Trinidad and Tobago,Americas,1967,65.4::5621.368472
Trinidad and Tobago,Americas,1972,65.9::6619.551419
Trinidad and Tobago,Americas,1977,68.3::7899.554209
Trinidad and Tobago,Americas,1982,68.832::9119.528607
Trinidad and Tobago,Americas,1987,69.582::7388.597823
Trinidad and Tobago,Americas,1992,69.862::7370.990932
Trinidad and Tobago,Americas,1997,69.465::8792.573126
Trinidad and Tobago,Americas,2002,68.976::11460.60023
Trinidad and Tobago,Americas,2007,69.819::18008.50924
Tunisia,Africa,1952,44.6::1468.475631
Tunisia,Africa,1957,47.1::1395.232468
Tunisia,Africa,1962,49.579::1660.30321
Tunisia,Africa,1967,52.053::1932.360167
Tunisia,Africa,1972,55.602::2753.285994
Tunisia,Africa,1977,59.837::3120.876811
Tunisia,Africa,1982,64.048::3560.233174
Tunisia,Africa,1987,66.894::3810.419296
Tunisia,Africa,1992,70.001::4332.720164
Tunisia,Africa,1997,71.973::4876.798614
Tunisia,Africa,2002,73.042::5722.895655
Tunisia,Africa,2007,73.923::7092.923025
Turkey,Europe,1952,43.585::1969.10098
Turkey,Europe,1957,48.079::2218.754257
Turkey,Europe,1962,52.098::2322.869908
Turkey,Europe,1967,54.336::2826.356387
Turkey,Europe,1972,57.005::3450.69638
Turkey,Europe,1977,59.507::4269.122326
Turkey,Europe,1982,61.036::4241.356344
Turkey,Europe,1987,63.108::5089.043686
Turkey,Europe,1992,66.146::5678.348271
Turkey,Europe,1997,68.835::6601.429915
Turkey,Europe,2002,70.845::6508.085718
Turkey,Europe,2007,71.777::8458.276384
Uganda,Africa,1952,39.978::734.753484
Uganda,Africa,1957,42.571::774.3710692
Uganda,Africa,1962,45.344::767.2717398
Uganda,Africa,1967,48.051::908.9185217
Uganda,Africa,1972,51.016::950.735869
Uganda,Africa,1977,50.35::843.7331372
Uganda,Africa,1982,49.849::682.2662268
Uganda,Africa,1987,51.509::617.7244065
Uganda,Africa,1992,48.825::644.1707969
Uganda,Africa,1997,44.578::816.559081
Uganda,Africa,2002,47.813::927.7210018
Uganda,Africa,2007,51.542::1056.380121
United Kingdom,Europe,1952,69.18::9979.508487
United Kingdom,Europe,1957,70.42::11283.17795
United Kingdom,Europe,1962,70.76::12477.17707
United Kingdom,Europe,1967,71.36::14142.85089
United Kingdom,Europe,1972,72.01::15895.11641
United Kingdom,Europe,1977,72.76::17428.74846
United Kingdom,Europe,1982,74.04::18232.42452
United Kingdom,Europe,1987,75.007::21664.78767
United Kingdom,Europe,1992,76.42::22705.09254
United Kingdom,Europe,1997,77.218::26074.53136
United Kingdom,Europe,2002,78.471::29478.99919
United Kingdom,Europe,2007,79.425::33203.26128
United States,Americas,1952,68.44::13990.48208
United States,Americas,1957,69.49::14847.12712
United States,Americas,1962,70.21::16173.14586
United States,Americas,1967,70.76::19530.36557
United States,Americas,1972,71.34::21806.03594
United States,Americas,1977,73.38::24072.63213
United States,Americas,1982,74.65::25009.55914
United States,Americas,1987,75.02::29884.35041
United States,Americas,1992,76.09::32003.93224
United States,Americas,1997,76.81::35767.43303
United States,Americas,2002,77.31::39097.09955
United States,Americas,2007,78.242::42951.65309
Uruguay,Americas,1952,66.071::5716.766744
Uruguay,Americas,1957,67.044::6150.772969
Uruguay,Americas,1962,68.253::5603.357717
Uruguay,Americas,1967,68.468::5444.61962
Uruguay,Americas,1972,68.673::5703.408898
Uruguay,Americas,1977,69.481::6504.339663
Uruguay,Americas,1982,70.805::6920.223051
Uruguay,Americas,1987,71.918::7452.398969
Uruguay,Americas,1992,72.752::8137.004775
Uruguay,Americas,1997,74.223::9230.240708
Uruguay,Americas,2002,75.307::7727.002004
Uruguay,Americas,2007,76.384::10611.46299
Venezuela,Americas,1952,55.088::7689.799761
Venezuela,Americas,1957,57.907::9802.466526
Venezuela,Americas,1962,60.77::8422.974165
Venezuela,Americas,1967,63.479::9541.474188
Venezuela,Americas,1972,65.712::10505.25966
Venezuela,Americas,1977,67.456::13143.95095
Venezuela,Americas,1982,68.557::11152.41011
Venezuela,Americas,1987,70.19::9883.584648
Venezuela,Americas,1992,71.15::10733.92631
Venezuela,Americas,1997,72.146::10165.49518
Venezuela,Americas,2002,72.766::8605.047831
Venezuela,Americas,2007,73.747::11415.80569
Vietnam,Asia,1952,40.412::605.0664917
Vietnam,Asia,1957,42.887::676.2854478
Vietnam,Asia,1962,45.363::772.0491602
Vietnam,Asia,1967,47.838::637.1232887
Vietnam,Asia,1972,50.254::699.5016441
Vietnam,Asia,1977,55.764::713.5371196
Vietnam,Asia,1982,58.816::707.2357863
Vietnam,Asia,1987,62.82::820.7994449
Vietnam,Asia,1992,67.662::989.0231487
Vietnam,Asia,1997,70.672::1385.896769
Vietnam,Asia,2002,73.017::1764.456677
Vietnam,Asia,2007,74.249::2441.576404
West Bank and Gaza,Asia,1952,43.16::1515.592329
West Bank and Gaza,Asia,1957,45.671::1827.067742
West Bank and Gaza,Asia,1962,48.127::2198.956312
West Bank and Gaza,Asia,1967,51.631::2649.715007
West Bank and Gaza,Asia,1972,56.532::3133.409277
West Bank and Gaza,Asia,1977,60.765::3682.831494
West Bank and Gaza,Asia,1982,64.406::4336.032082
West Bank and Gaza,Asia,1987,67.046::5107.197384
West Bank and Gaza,Asia,1992,69.718::6017.654756
West Bank and Gaza,Asia,1997,71.096::7110.667619
West Bank and Gaza,Asia,2002,72.37::4515.487575
West Bank and Gaza,Asia,2007,73.422::3025.349798
"Yemen, Rep.",Asia,1952,32.548::781.7175761
"Yemen, Rep.",Asia,1957,33.97::804.8304547
"Yemen, Rep.",Asia,1962,35.18::825.6232006
"Yemen, Rep.",Asia,1967,36.984::862.4421463
"Yemen, Rep.",Asia,1972,39.848::1265.047031
"Yemen, Rep.",Asia,1977,44.175::1829.765177
"Yemen, Rep.",Asia,1982,49.113::1977.55701
"Yemen, Rep.",Asia,1987,52.922::1971.741538
"Yemen, Rep.",Asia,1992,55.599::1879.496673
"Yemen, Rep.",Asia,1997,58.02::2117.484526
"Yemen, Rep.",Asia,2002,60.308::2234.820827
"Yemen, Rep.",Asia,2007,62.698::2280.769906
Zambia,Africa,1952,42.038::1147.388831
Zambia,Africa,1957,44.077::1311.956766
Zambia,Africa,1962,46.023::1452.725766
Zambia,Africa,1967,47.768::1777.077318
Zambia,Africa,1972,50.107::1773.498265
Zambia,Africa,1977,51.386::1588.688299
Zambia,Africa,1982,51.821::1408.678565
Zambia,Africa,1987,50.821::1213.315116
Zambia,Africa,1992,46.1::1210.884633
Zambia,Africa,1997,40.238::1071.353818
Zambia,Africa,2002,39.193::1071.613938
Zambia,Africa,2007,42.384::1271.211593
Zimbabwe,Africa,1952,48.451::406.8841148
Zimbabwe,Africa,1957,50.469::518.7642681
Zimbabwe,Africa,1962,52.358::527.2721818
Zimbabwe,Africa,1967,53.995::569.7950712
Zimbabwe,Africa,1972,55.635::799.3621758
Zimbabwe,Africa,1977,57.674::685.5876821
Zimbabwe,Africa,1982,60.363::788.8550411
Zimbabwe,Africa,1987,62.351::706.1573059
Zimbabwe,Africa,1992,60.377::693.4207856
Zimbabwe,Africa,1997,46.809::792.4499603
Zimbabwe,Africa,2002,39.989::672.0386227
Zimbabwe,Africa,2007,43.487::469.7092981
